0.55	0.163845	0.00227736	0.0163845
0.65	0.223878	0.00282531	0.0223877
0.75	0.276311	0.00344118	0.027631
0.85	0.351418	0.00433986	0.0350918
0.95	0.423608	0.00532702	0.0423608
1.05	0.497866	0.00622068	0.0497367
1.15	0.596999	0.00766864	0.0596999
1.25	0.659925	0.00871217	0.0659925
1.35	0.740896	0.0101235	0.0740896
1.45	0.822229	0.0115816	0.0822229
1.55	0.879266	0.0126574	0.0878767
1.65	0.962707	0.0142371	0.0962707
1.75	1.00829	0.015406	0.100829
1.85	1.10344	0.017196	0.110343
1.95	1.13478	0.0183046	0.113478
2.1	1.19907	0.0146861	0.119907
2.3	1.14983	0.0153647	0.114983
2.5	1.24242	0.0182319	0.124242
2.7	1.21841	0.0204204	0.121841
2.9	1.22925	0.0240032	0.122924
3.2	1.0519	0.0179095	0.115961
3.6	0.908132	0.0219746	0.0998945
4	0.746957	0.0266653	0.0821652
4.4	0.603511	0.0310117	0.0663862
