1.25	0.365	0.0286777	0.045
1.75	0.41	0.0317542	0.055
2.25	0.415	0.031759	0.055
2.75	0.35	0.0318317	0.045
3.25	0.3	0.0317861	0.045
3.75	0.2925	0.0318955	0.042
4.25	0.294	0.0291536	0.0415
4.75	0.295	0.0317594	0.04
5.25	0.284	0.031888	0.0365
5.75	0.2125	0.0250704	0.0285
6.25	0.2575	0.0318852	0.035
6.75	0.208	0.0330458	0.028
7.25	0.268	0.0426775	0.0345
7.75	0.375	0.073993	0.055
8.25	0.239	0.0533779	0.032
8.75	0.322	0.0813173	0.045
9.25	0.315	0.0920062	0.04
