0.55	1.82613	0.0229454
0.65	1.88684	0.0201958
0.75	1.82895	0.0182168
0.85	1.67095	0.0161068
0.95	1.45137	0.0135479
1.05	1.22034	0.0103088
1.15	1.03379	0.00866974
1.25	0.844772	0.00701817
1.35	0.678252	0.00558614
1.45	0.55397	0.00459074
1.55	0.423655	0.00344749
1.65	0.335254	0.00274031
1.75	0.257661	0.00208995
1.85	0.195889	0.00157729
1.95	0.152302	0.00122887
2.1	0.102062	0.000587908
2.3	0.0568724	0.000325595
2.5	0.032897	0.000189862
2.7	0.018978	0.000111039
2.9	0.0109558	6.5681e-05
3.25	0.00457397	1.93243e-05
3.75	0.00130393	6.56948e-06
4.25	0.000419788	2.95982e-06
4.75	0.000161328	1.75606e-06
5.25	6.04866e-05	2.07847e-06
5.75	3.06195e-05	1.62275e-06
