0.55	9.60862	0.159445
0.65	7.29153	0.104752
0.75	5.41531	0.0726435
0.85	4.06794	0.053033
0.95	2.8262	0.0351865
1.05	2.02248	0.0232463
1.15	1.41622	0.0154059
1.25	1.03709	0.0109918
1.35	0.749131	0.00773033
1.45	0.53505	0.005356
1.55	0.39119	0.00386703
1.65	0.284986	0.00274873
1.75	0.212258	0.00202688
1.85	0.154281	0.00144429
1.95	0.119656	0.00112966
2.1	0.0771495	0.000506397
2.3	0.044962	0.000294822
2.5	0.0253728	0.000169059
2.7	0.014841	0.000105247
2.9	0.00896971	7.02333e-05
3.25	0.00403451	2.51696e-05
3.75	0.00139485	1.31597e-05
