0.55	1.8459	0.0170293
0.65	1.11501	0.0100318
0.75	0.688551	0.00634312
0.85	0.438173	0.00423363
0.95	0.287206	0.00291989
1.05	0.182764	0.00147437
1.15	0.120754	0.000968494
1.25	0.0831455	0.000670762
1.35	0.0572923	0.000461667
1.45	0.039451	0.000315827
1.55	0.0279838	0.000225896
1.65	0.0201978	0.000164794
1.75	0.0144714	0.00011885
1.85	0.0103415	8.49425e-05
1.95	0.00759283	6.32442e-05
2.1	0.0049976	3.07082e-05
2.3	0.00276139	1.77247e-05
2.5	0.0015918	1.11418e-05
2.7	0.000967762	7.8211e-06
2.9	0.000595341	5.75067e-06
3.25	0.00028729	2.47871e-06
3.75	9.81443e-05	1.52573e-06
4.25	4.02463e-05	1.09219e-06
4.75	1.85199e-05	8.34568e-07
5.25	8.85674e-06	1.159e-06
5.75	4.10106e-06	8.92341e-07
