0.55	17.9575	0.076572
0.65	11.4581	0.0478896
0.75	6.95323	0.0285872
0.85	4.62268	0.0197779
0.95	3.09542	0.0136655
1.05	2.03761	0.00802254
1.15	1.3633	0.00527585
1.25	0.929729	0.00359012
1.35	0.652464	0.0025244
1.45	0.455838	0.00175487
1.55	0.313681	0.00119863
1.65	0.224461	0.000864842
1.75	0.159017	0.000610969
1.85	0.112182	0.000431784
1.95	0.081408	0.000313587
2.1	0.0513661	0.000143163
2.3	0.0276331	7.93833e-05
2.5	0.0155324	4.77111e-05
2.7	0.00897665	3.0621e-05
2.9	0.00542009	2.14624e-05
3.25	0.00237225	8.0345e-06
3.75	0.000748992	4.379e-06
4.25	0.000272604	2.72777e-06
4.75	0.000110003	1.90374e-06
5.25	5.03292e-05	2.46e-06
5.75	2.17272e-05	1.62662e-06
